text,label
Necessário rollback da versão stable,1
Estou com falha no sistema login,1
Que alegria receber sua mensagem!,0
Fico feliz em poder ajudar,0
Lembranças de aquele dia,0
Agradeço pela paciência,0
Abraços e felicidade!,0
Fico feliz em trabalhar juntos,0
Fico feliz em trabalhar juntos,0
Problema de performance no homologação,1
Espero que esteja ótimo,0
Solicito login para resolver crash,1
Configuração de Kubernetes não está funcionando,1
Backup do pagamento falhou,1
Problema de performance no homologação,1
Até em breve!,0
Muito obrigado por ajudar!,0
Obrigado pela orientação,0
Desculpe pelo transtorno,0
Atualização necessária no relatórios,1
Espero que esteja descansado,0
Problema de performance no homologação,1
Até mais tarde!,0
Reunião sobre arquitetura às 15h,1
Pensando em seu trabalho,0
Estou com falha no sistema pagamento,1
Parabéns pelo casamento!,0
Reunião sobre performance às 14h,1
Falha na integração com API de pagamento,1
Desculpe pelo atraso,0
Parabéns pelo aniversário!,0
Necessário rollback da versão v2.0.1,1
Atualização necessária no relatórios,1
Até em breve!,0
Parabéns pelo aposentadoria!,0
Fico feliz em conhecê-lo,0
Foi um prazer trabalhar juntos,0
Estou com crash no sistema login,1
Atualização necessária no autenticação,1
O backend apresentou falha crítica,1
Parabéns pelo casamento!,0
Espero que melhore logo,0
Agradeço pela compreensão,0
Monitoramento detectou latência alta,1
Pensando em sua família,0
Que felicidade receber sua mensagem!,0
Agradeço pela compreensão,0
Fico feliz em saber disso,0
Parabéns pelo novo emprego!,0
Abraços e paz!,0
Espero que dê certo,0
Atualização necessária no dashboard,1
Erro 502 acontecendo,1
Espero que esteja ótimo,0
Ticket #11111 precisa ser priorizado,1
Muito obrigado por pensar em mim!,0
Bug reportado pelo cliente: travamento,1
Falha na integração com CDN,1
Parabéns pelo aposentadoria!,0
Atualização necessária no relatórios,1
Problema de performance no produção,1
Status do projeto migração?,1
Backup do servidor falhou,1
Problema de performance no staging,1
Abraços e muito carinho!,0
O backend apresentou falha crítica,1
Prazo para implementação é hoje,1
Estou com erro no sistema API,1
Bug reportado pelo cliente: timeout,1
Erro 404 acontecendo,1
Que felicidade receber sua mensagem!,0
Fico feliz em trabalhar juntos,0
Agradeço pela paciência,0
Solicito servidor para resolver timeout,1
Ticket #67890 precisa ser priorizado,1
Necessário rollback da versão v1.2.3,1
Desculpe pelo mal-entendido,0
Prazo para deploy é próxima semana,1
Reunião sobre performance às 16h30,1
Espero que corra tudo bem,0
Boa tarde! Como você está?,0
Reunião sobre daily às 15h,1
Falha na integração com API de pagamento,1
Boa tarde! Como você está?,0
Falha na integração com CDN,1
Problema de performance no produção,1
Solicito backend para resolver problema crítico,1
Muito obrigado por ajudar!,0
Foi um prazer participar,0
Bug reportado pelo cliente: inconsistência,1
Parabéns pelo formatura!,0
Necessário rollback da versão v1.2.3,1
Pensando em seus projetos,0
Atualização necessária no pagamento,1
Desejo tudo de maravilhoso para você,0
Prazo para review é hoje,1
Prazo para implementação é próxima semana,1
Estou com erro no sistema pagamento,1
Espero que seja um sucesso,0
Monitoramento detectou alto uso de CPU,1
Tenha um excelente dia!,0
Obrigado pela apoio,0
Estou com crash no sistema frontend,1
Estou com inconsistência no sistema servidor,1
Agradeço pela educação,0
Status do projeto atualização?,1
Bug reportado pelo cliente: lentidão,1
Desejo um ótimo mês!,0
Reunião sobre daily às 14h,1
Parabéns pelo aniversário!,0
Erro connection_refused acontecendo,1
Fico feliz em saber disso,0
Atualização necessária no autenticação,1
Preciso de suporte para configuração,1
Reunião sobre performance às 15h,1
Preciso de suporte para instalação,1
Monitoramento detectou alto uso de CPU,1
Espero que melhore logo,0
Tenha um excelente dia!,0
Falha na integração com serviço de email,1
Desculpe pelo atraso,0
Monitoramento detectou memory leak,1
Estou com inconsistência no sistema servidor,1
Que bom saber que deu certo!,0
Estou com erro no sistema mobile,1
Bom dia! Como você está?,0
Preciso de suporte para configuração,1
Prazo para deploy é amanhã,1
Problema de performance no produção,1
O mobile apresentou falha crítica,1
Foi um prazer trabalhar juntos,0
Necessário rollback da versão latest,1
Tenha um excelente dia!,0
Estou com crash no sistema mobile,1
Configuração de Docker não está funcionando,1
Bug reportado pelo cliente: travamento,1
Erro connection_refused acontecendo,1
Solicito mobile para resolver bug,1
Felicitações pela conquista!,0
Estou com problema crítico no sistema API,1
Espero que corra tudo bem,0
Bom dia! Como você está?,0
Pensando em sua família,0
Necessário rollback da versão latest,1
Configuração de Nginx não está funcionando,1
Ticket #12345 precisa ser priorizado,1
Desejo tudo de excelente para você,0
Preciso de suporte para restore,1
Atualização necessária no relatórios,1
Acesso negado ao API,1
Abraços e bons votos!,0
Olá! Como você está?,0
Status do projeto refatoração?,1
Estou com timeout no sistema servidor,1
Agradeço pela gentileza,0
Muito obrigado por colaborar!,0
Abraços e sucesso!,0
Backup do servidor falhou,1
Espero que seja um sucesso,0
Oi! Como você está?,0
Muito obrigado por pensar em mim!,0
Olá! Como você está?,0
Espero que dê certo,0
O database apresentou falha crítica,1
Atualização necessária no dashboard,1
Muito obrigado por ajudar!,0
Lembranças de nosso projeto,0
Desejo tudo de melhor para você,0
Erro null_pointer acontecendo,1
Problema de performance no staging,1
Desejo tudo de melhor para você,0
Até mais tarde!,0
Fico feliz em conhecê-lo,0
Monitoramento detectou conexões ociosas,1
Prazo para implementação é fim do sprint,1
Acesso negado ao mobile,1
Erro connection_refused acontecendo,1
Foi um prazer colaborar,0
Configuração de Nginx não está funcionando,1
Backup do backend falhou,1
Que satisfação receber sua mensagem!,0
Espero que esteja ótimo,0
Estou com inconsistência no sistema backend,1
Felicitações pela conquista!,0
Agradeço pela paciência,0
Tenha um boa sorte!,0
Solicito backend para resolver problema crítico,1
Ticket #11111 precisa ser priorizado,1
Desejo um ótimo dia!,0
Necessário rollback da versão v2.0.1,1
Falha na integração com API de pagamento,1
O API apresentou falha crítica,1
Necessário rollback da versão latest,1
Reunião sobre segurança às 16h30,1
Desejo tudo de maravilhoso para você,0
Espero que esteja feliz,0
Que alegria pela conquista!,0
Foi um prazer conhecê-lo,0
Que felicidade receber sua mensagem!,0
Desculpe pelo mal-entendido,0
Bug reportado pelo cliente: inconsistência,1
Preciso de suporte para permissão de acesso,1
Solicito banco de dados para resolver timeout,1
Erro connection_refused acontecendo,1
Prazo para review é hoje,1
Reunião sobre performance às 16h30,1
Abraços e muito carinho!,0
Foi um prazer participar,0
Desejo um ótimo dia!,0
Obrigado pela conselho,0
Falha na integração com serviço de email,1
Prazo para implementação é amanhã,1
Desejo tudo de melhor para você,0
Necessário rollback da versão latest,1
Reunião sobre arquitetura às 10h,1
Muito obrigado por lembrar!,0
Pensando em você,0
Espero que esteja com saúde,0
Acesso negado ao banco de dados,1
Atualização necessária no relatórios,1
Backup do backend falhou,1
Obrigado pela apoio,0
Felicitações pela conquista!,0
O pagamento apresentou falha crítica,1
Obrigado pela orientação,0
Reunião sobre arquitetura às 16h30,1
Espero que seja um sucesso,0
Parabéns pelo novo emprego!,0
O login apresentou falha crítica,1
Solicito mobile para resolver crash,1
Felicitações pela conquista!,0
Espero que esteja tranquilo,0
Que bom saber que melhorou!,0
Olá! Como você está?,0
Obrigado pela ajuda,0
Olá! Como você está?,0
Que bom saber que melhorou!,0
Espero que melhore logo,0
Espero que esteja com saúde,0
Estou com timeout no sistema frontend,1
Prazo para teste é amanhã,1
Que felicidade receber sua mensagem!,0
Desculpe pelo demora,0
Monitoramento detectou conexões ociosas,1
Tenha um excelente dia!,0
Parabéns pelo aniversário!,0
Lembranças de nossa conversa,0
Ticket #22222 precisa ser priorizado,1
Pensando em sua saúde,0
Backup do mobile falhou,1
Desejo um ótimo dia!,0
Reunião sobre retrospectiva às 14h,1
Bug reportado pelo cliente: inconsistência,1
Erro null_pointer acontecendo,1
Parabéns pelo aniversário!,0
Estou com bug no sistema servidor,1
Fico feliz em poder ajudar,0
Estou com timeout no sistema servidor,1
Que bom saber que melhorou!,0
Desculpe pelo transtorno,0
Ticket #12345 precisa ser priorizado,1
Reunião sobre daily às 10h,1
Agradeço pela compreensão,0
Espero que corra tudo bem,0
Desejo tudo de melhor para você,0
Problema de performance no homologação,1
Desculpe pelo atraso,0
Monitoramento detectou latência alta,1
Necessário rollback da versão stable,1
Backup do mobile falhou,1
Desculpe pelo demora,0
Parabéns pelo aposentadoria!,0
Lembranças de nossa conversa,0
Backup do database falhou,1
Foi um prazer colaborar,0
Desejo um ótimo dia!,0
O database apresentou falha crítica,1
Tenha um excelente dia!,0
Problema de performance no homologação,1
Que felicidade receber sua mensagem!,0
Muito obrigado por ajudar!,0
Lembranças de o evento,0
Desejo um ótimo semana!,0
Prazo para review é amanhã,1
Lembranças de nossa conversa,0
Tenha um ótima semana!,0
Problema de performance no produção,1
O database apresentou falha crítica,1
Status do projeto migração?,1
Obrigado pela apoio,0
Desejo um ótimo férias!,0
Prazo para documentação é hoje,1
Acesso negado ao mobile,1
Necessário rollback da versão v1.2.3,1
Problema de performance no homologação,1
Preciso de suporte para permissão de acesso,1
Desejo tudo de melhor para você,0
Atualização necessária no pagamento,1
Meus parabéns pela conquista!,0
Falha na integração com API de pagamento,1
Espero que esteja com saúde,0
Espero que esteja feliz,0
Erro 403 acontecendo,1
O frontend apresentou falha crítica,1
Ticket #12345 precisa ser priorizado,1
Espero que melhore logo,0
Preciso de suporte para instalação,1
Que bom saber que melhorou!,0
Falha na integração com API de pagamento,1
Bug reportado pelo cliente: erro,1
Meus parabéns pela conquista!,0
Bug reportado pelo cliente: inconsistência,1
Espero que dê certo,0
Agradeço pela compreensão,0
Acesso negado ao login,1
Falha na integração com serviço de email,1
Agradeço pela compreensão,0
Parabéns pelo promoção!,0
Espero que corra tudo bem,0
Status do projeto refatoração?,1
Parabéns pelo promoção!,0
Espero que esteja tranquilo,0
Necessário rollback da versão stable,1
Bug reportado pelo cliente: inconsistência,1
Monitoramento detectou memory leak,1
Configuração de Nginx não está funcionando,1
Desejo um ótimo semana!,0
Monitoramento detectou alto uso de CPU,1
Lembranças de aquele dia,0
Bom dia! Como você está?,0
Agradeço pela gentileza,0
Pensando em seus projetos,0
Que satisfação receber sua mensagem!,0
Desejo tudo de bom para você,0
Monitoramento detectou alto uso de CPU,1
Foi um prazer participar,0
Desejo tudo de ótimo para você,0
Erro 502 acontecendo,1
Status do projeto novo sistema?,1
Tenha um ótima semana!,0
Bug reportado pelo cliente: timeout,1
Estou com inconsistência no sistema frontend,1
Necessário rollback da versão latest,1
Fico feliz em trabalhar juntos,0
Bug reportado pelo cliente: bug,1
Que satisfação receber sua mensagem!,0
Necessário rollback da versão v2.0.1,1
Até na próxima!,0
Estou com problema crítico no sistema pagamento,1
Desejo um ótimo feriado!,0
Tenha um sucesso!,0
Monitoramento detectou alto uso de CPU,1
Monitoramento detectou alto uso de CPU,1
Espero que melhore logo,0
O login apresentou falha crítica,1
Estou com falha no sistema database,1
Muito obrigado por ajudar!,0
Ticket #22222 precisa ser priorizado,1
Parabéns pela conquista!,0
Problema de performance no staging,1
Monitoramento detectou latência alta,1
Espero que corra tudo bem,0
Foi um prazer colaborar,0
Backup do API falhou,1
Necessário rollback da versão v1.2.3,1
Fico feliz em conhecê-lo,0
Agradeço pela educação,0
O frontend apresentou falha crítica,1
Muito obrigado por ajudar!,0
Pensando em sua família,0
Desculpe pelo demora,0
Que bom saber que melhorou!,0
Problema de performance no produção,1
Pensando em seus projetos,0
Pensando em sua saúde,0
Falha na integração com serviço de email,1
Fico feliz em saber disso,0
Status do projeto atualização?,1
Foi um prazer participar,0
Tenha um excelente dia!,0
Configuração de PostgreSQL não está funcionando,1
Agradeço pela gentileza,0
Necessário rollback da versão v2.0.1,1
Desejo um ótimo mês!,0
Oi! Como você está?,0
Abraços e paz!,0
Reunião sobre retrospectiva às 16h30,1
Solicito servidor para resolver problema crítico,1
Configuração de Docker não está funcionando,1
Necessário rollback da versão v2.0.1,1
Obrigado pela orientação,0
Até breve!,0
Solicito servidor para resolver erro,1
O database apresentou falha crítica,1
Backup do login falhou,1
Backup do backend falhou,1
Obrigado pela conselho,0
O mobile apresentou falha crítica,1
Espero que esteja tranquilo,0
Configuração de Redis não está funcionando,1
Reunião sobre planejamento às 10h,1
Reunião sobre retrospectiva às 9h,1
E aí! Como você está?,0
Atualização necessária no dashboard,1
Fico feliz em trabalhar juntos,0
Agradeço pela atenção,0
Preciso de suporte para instalação,1
Atualização necessária no autenticação,1
Desculpe pelo inconveniente,0
Backup do frontend falhou,1
Bug reportado pelo cliente: inconsistência,1
Monitoramento detectou memory leak,1
Monitoramento detectou memory leak,1
Fico feliz em conhecê-lo,0
Estou com timeout no sistema database,1
Desculpe pelo atraso,0
Bug reportado pelo cliente: lentidão,1
Oi! Como você está?,0
Configuração de PostgreSQL não está funcionando,1
Prazo para teste é fim do sprint,1
Abraços e paz!,0
Que bom saber que foi resolvido!,0
Desejo tudo de maravilhoso para você,0
Acesso negado ao mobile,1
Status do projeto migração?,1
Que bom saber que está tudo bem!,0
Pensando em sua saúde,0
Que satisfação receber sua mensagem!,0
Acesso negado ao frontend,1
Obrigado pela suporte,0
Felicitações pela conquista!,0
Status do projeto release?,1
Lembranças de o evento,0
Desejo tudo de maravilhoso para você,0
Boa tarde! Como você está?,0
Fico feliz em saber disso,0
Estou com problema crítico no sistema pagamento,1
Agradeço pela paciência,0
Até na próxima!,0
Preciso de suporte para configuração,1
Pensando em sua saúde,0
Parabéns pelo aniversário!,0
Que satisfação receber sua mensagem!,0
O backend apresentou falha crítica,1
Agradeço pela paciência,0
O database apresentou falha crítica,1
Prazo para deploy é amanhã,1
Que bom saber que deu certo!,0
Desejo tudo de ótimo para você,0
Desculpe pelo inconveniente,0
Configuração de Docker não está funcionando,1
Pensando em você,0
Backup do banco de dados falhou,1
Ticket #12345 precisa ser priorizado,1
Desculpe pelo demora,0
Estou com falha no sistema frontend,1
Prazo para implementação é amanhã,1
Monitoramento detectou memory leak,1
Abraços e paz!,0
Desejo um ótimo final de semana!,0
Ticket #12345 precisa ser priorizado,1
Bug reportado pelo cliente: timeout,1
Bug reportado pelo cliente: travamento,1
Desculpe pelo transtorno,0
Desejo tudo de melhor para você,0
Muito obrigado por apoiar!,0
Acesso negado ao aplicação,1
Prazo para implementação é próxima semana,1
Desejo tudo de bom para você,0
Espero que esteja com saúde,0
Preciso de suporte para backup,1
Fico feliz em conhecê-lo,0
Felicitações pela conquista!,0
Problema de performance no staging,1
Bug reportado pelo cliente: inconsistência,1
Até na próxima!,0
Monitoramento detectou latência alta,1
Preciso de suporte para permissão de acesso,1
Obrigado pela conselho,0
Monitoramento detectou conexões ociosas,1
O backend apresentou falha crítica,1
Reunião sobre daily às 9h,1
Acesso negado ao servidor,1
Erro 502 acontecendo,1
Desculpe pelo atraso,0
Erro timeout acontecendo,1
Até em breve!,0
Felicitações pela conquista!,0
Foi um prazer participar,0
Muito obrigado por colaborar!,0
Preciso de suporte para configuração,1
Monitoramento detectou memory leak,1
O backend apresentou falha crítica,1
Que honra receber sua mensagem!,0
O API apresentou falha crítica,1
Atualização necessária no relatórios,1
Desejo um ótimo final de semana!,0
Espero que dê certo,0
Desejo tudo de bom para você,0
Até breve!,0
Abraços e muito carinho!,0
Que prazer receber sua mensagem!,0
Espero que esteja ótimo,0
Falha na integração com analytics,1
Agradeço pela educação,0
O login apresentou falha crítica,1
Desejo um ótimo férias!,0
Acesso negado ao API,1
O mobile apresentou falha crítica,1
Abraços e sucesso!,0
Reunião sobre retrospectiva às 15h,1
Estou com bug no sistema servidor,1
Espero que dê certo,0
Ticket #12345 precisa ser priorizado,1
Que bom saber que melhorou!,0
Que prazer receber sua mensagem!,0
Lembranças de nossa conversa,0
Que alegria pela conquista!,0
Abraços e bons votos!,0
Espero que corra tudo bem,0
Erro connection_refused acontecendo,1
Desejo um ótimo mês!,0
Configuração de PostgreSQL não está funcionando,1
Agradeço pela compreensão,0
Pensando em sua família,0
Espero que esteja com saúde,0
Atualização necessária no relatórios,1
Problema de performance no homologação,1
Necessário rollback da versão latest,1
Bug reportado pelo cliente: inconsistência,1
Solicito pagamento para resolver falha,1
Monitoramento detectou memory leak,1
Necessário rollback da versão v2.0.1,1
Abraços e sucesso!,0
Foi um prazer trabalhar juntos,0
Que bom saber que foi resolvido!,0
Desejo um ótimo feriado!,0
Preciso de suporte para migração,1
Foi um prazer colaborar,0
Até em breve!,0
Configuração de Kubernetes não está funcionando,1
Monitoramento detectou alto uso de CPU,1
Agradeço pela compreensão,0
Obrigado pela apoio,0
Backup do servidor falhou,1
Ticket #11111 precisa ser priorizado,1
Necessário rollback da versão latest,1
Prazo para teste é próxima semana,1
Abraços e muito carinho!,0
Lembranças de nosso projeto,0
Lembranças de aquele dia,0
Agradeço pela atenção,0
Configuração de PostgreSQL não está funcionando,1
Atualização necessária no relatórios,1
Monitoramento detectou memory leak,1
Estou com inconsistência no sistema database,1
Solicito backend para resolver problema crítico,1
Obrigado pela ajuda,0
Solicito aplicação para resolver falha,1
Desculpe pelo atraso,0
Preciso de suporte para instalação,1
Desejo um ótimo feriado!,0
Backup do login falhou,1
Espero que esteja tranquilo,0
Preciso de suporte para configuração,1
O database apresentou falha crítica,1
Pensando em você,0
Parabéns pelo formatura!,0
Necessário rollback da versão latest,1
Status do projeto refatoração?,1
Bug reportado pelo cliente: lentidão,1
Bug reportado pelo cliente: problema crítico,1
Espero que seja um sucesso,0
Erro 403 acontecendo,1
Estou com crash no sistema login,1
Parabéns pelo aniversário!,0
Espero que esteja feliz,0
Erro 404 acontecendo,1
Agradeço pela gentileza,0
Agradeço pela paciência,0
Estou com bug no sistema login,1
Parabéns pelo casamento!,0
Erro 500 acontecendo,1
Estou com timeout no sistema mobile,1
Muito obrigado por apoiar!,0
Preciso de suporte para permissão de acesso,1
O database apresentou falha crítica,1
Fico feliz em saber disso,0
Que alegria receber sua mensagem!,0
Fico feliz em trabalhar juntos,0
Backup do servidor falhou,1
Tenha um sucesso!,0
Agradeço pela atenção,0
Problema de performance no homologação,1
Estou com falha no sistema mobile,1
Olá! Como você está?,0
Desculpe pelo demora,0
Monitoramento detectou latência alta,1
Estou com problema crítico no sistema frontend,1
Bug reportado pelo cliente: travamento,1
Erro null_pointer acontecendo,1
Espero que seja um sucesso,0
Espero que corra tudo bem,0
Necessário rollback da versão v1.2.3,1
Desejo tudo de ótimo para você,0
Falha na integração com CDN,1
Atualização necessária no pagamento,1
Que prazer receber sua mensagem!,0
Prazo para teste é próxima semana,1
Falha na integração com analytics,1
Necessário rollback da versão v1.2.3,1
Pensando em sua saúde,0
Acesso negado ao database,1
Lembranças de nossa conversa,0
Foi um prazer colaborar,0
Prazo para documentação é hoje,1
Foi um prazer conversar,0
Solicito API para resolver bug,1
Configuração de Docker não está funcionando,1
Necessário rollback da versão latest,1
Oi! Como você está?,0
Agradeço pela educação,0
Fico feliz em conhecê-lo,0
Monitoramento detectou conexões ociosas,1
Desejo tudo de ótimo para você,0
Parabéns pelo aposentadoria!,0
Foi um prazer conversar,0
Problema de performance no produção,1
Obrigado pela conselho,0
Até logo!,0
Reunião sobre daily às 10h,1
Solicito backend para resolver inconsistência,1
Problema de performance no produção,1
Espero que esteja com saúde,0
Que bom saber que foi resolvido!,0
Pensando em seu trabalho,0
Monitoramento detectou memory leak,1
Que bom saber que melhorou!,0
Ticket #22222 precisa ser priorizado,1
Monitoramento detectou memory leak,1
Foi um prazer colaborar,0
E aí! Como você está?,0
Desculpe pelo inconveniente,0
Problema de performance no homologação,1
Solicito servidor para resolver bug,1
Problema de performance no homologação,1
Erro null_pointer acontecendo,1
Desculpe pelo demora,0
Que alegria receber sua mensagem!,0
Falha na integração com API de pagamento,1
Até breve!,0
Desejo tudo de maravilhoso para você,0
Espero que melhore logo,0
Ticket #67890 precisa ser priorizado,1
Desculpe pelo atraso,0
Espero que esteja com saúde,0
Espero que corra tudo bem,0
Configuração de Redis não está funcionando,1
Preciso de suporte para migração,1
Status do projeto deploy?,1
Solicito servidor para resolver problema crítico,1
Até logo!,0
Preciso de suporte para configuração,1
Foi um prazer trabalhar juntos,0
