text,label
Desculpe pelo atraso,0
O pagamento apresentou falha crítica,1
Espero que melhore logo,0
Erro connection_refused acontecendo,1
Preciso de suporte para configuração,1
Status do projeto deploy?,1
Solicito mobile para resolver crash,1
Tenha um boa sorte!,0
Acesso negado ao API,1
Reunião sobre retrospectiva às 9h,1
Preciso de suporte para restore,1
Agradeço pela paciência,0
Abraços e paz!,0
Ticket #12345 precisa ser priorizado,1
Espero que esteja bem,0
O pagamento apresentou falha crítica,1
Foi um prazer colaborar,0
Solicito backend para resolver bug,1
Obrigado pela dica,0
Erro timeout acontecendo,1
Fico feliz em saber disso,0
Desejo um ótimo feriado!,0
Configuração de Kubernetes não está funcionando,1
Lembranças de a reunião,0
Espero que seja um sucesso,0
Necessário rollback da versão latest,1
Desculpe pelo inconveniente,0
Que bom saber que melhorou!,0
Falha na integração com serviço de email,1
Boa noite! Como você está?,0
Atualização necessária no dashboard,1
Parabéns pelo promoção!,0
Parabéns pelo formatura!,0
Bug reportado pelo cliente: problema crítico,1
Muito obrigado por orientar!,0
Espero que seja um sucesso,0
Lembranças de nossa conversa,0
Abraços e paz!,0
Parabéns pelo aposentadoria!,0
Desejo tudo de bom para você,0
Desejo um ótimo férias!,0
Preciso de suporte para configuração,1
Espero que seja um sucesso,0
Atualização necessária no pagamento,1
Reunião sobre arquitetura às 16h30,1
Fico feliz em trabalhar juntos,0
Erro connection_refused acontecendo,1
Muito obrigado por pensar em mim!,0
Reunião sobre arquitetura às 14h,1
Pensando em sua família,0
O frontend apresentou falha crítica,1
Preciso de suporte para permissão de acesso,1
Preciso de suporte para instalação,1
Bug reportado pelo cliente: inconsistência,1
Configuração de PostgreSQL não está funcionando,1
Espero que esteja feliz,0
Problema de performance no desenvolvimento,1
Foi um prazer conhecê-lo,0
Boa noite! Como você está?,0
Atualização necessária no pagamento,1
Parabéns pela conquista!,0
Problema de performance no staging,1
Tenha um sucesso!,0
Backup do banco de dados falhou,1
Problema de performance no homologação,1
O database apresentou falha crítica,1
Desejo um ótimo mês!,0
Status do projeto novo sistema?,1
Acesso negado ao banco de dados,1
Desculpe pelo demora,0
Parabéns pelo promoção!,0
Desejo um ótimo semana!,0
Falha na integração com API de pagamento,1
Desculpe pelo demora,0
Pensando em seus projetos,0
Acesso negado ao aplicação,1
Desculpe pelo demora,0
Reunião sobre daily às 9h,1
Desejo um ótimo final de semana!,0
Espero que esteja com saúde,0
Acesso negado ao servidor,1
Atualização necessária no autenticação,1
Status do projeto novo sistema?,1
Fico feliz em poder ajudar,0
Preciso de suporte para permissão de acesso,1
Configuração de Redis não está funcionando,1
Fico feliz em poder ajudar,0
Necessário rollback da versão stable,1
Agradeço pela educação,0
Ticket #22222 precisa ser priorizado,1
Desculpe pelo transtorno,0
Que satisfação receber sua mensagem!,0
Backup do frontend falhou,1
Pensando em seu trabalho,0
Que alegria pela conquista!,0
Felicitações pela conquista!,0
Desejo tudo de melhor para você,0
Necessário rollback da versão v1.2.3,1
Pensando em seus projetos,0
Foi um prazer conversar,0
Ticket #11111 precisa ser priorizado,1
Preciso de suporte para migração,1
Muito obrigado por ajudar!,0
Bug reportado pelo cliente: timeout,1
Prazo para documentação é próxima semana,1
Solicito servidor para resolver falha,1
Estou com problema crítico no sistema pagamento,1
Solicito banco de dados para resolver crash,1
Acesso negado ao API,1
Bug reportado pelo cliente: timeout,1
Necessário rollback da versão latest,1
Prazo para deploy é próxima semana,1
Espero que dê certo,0
Bug reportado pelo cliente: problema crítico,1
Fico feliz em trabalhar juntos,0
Reunião sobre planejamento às 9h,1
Bug reportado pelo cliente: travamento,1
Fico feliz em saber disso,0
Backup do login falhou,1
Configuração de Kubernetes não está funcionando,1
Até breve!,0
Prazo para homologação é próxima semana,1
Status do projeto novo sistema?,1
Desejo um ótimo feriado!,0
Meus parabéns pela conquista!,0
Backup do backend falhou,1
Parabéns pelo aniversário!,0
Configuração de Nginx não está funcionando,1
Problema de performance no homologação,1
Boa noite! Como você está?,0
Preciso de suporte para configuração,1
Espero que seja um sucesso,0
Erro null_pointer acontecendo,1
Pensando em seus projetos,0
Atualização necessária no autenticação,1
Necessário rollback da versão v2.0.1,1
Lembranças de nosso projeto,0
Olá! Como você está?,0
Pensando em sua família,0
Abraços e felicidade!,0
Até logo!,0
Ticket #67890 precisa ser priorizado,1
Boa noite! Como você está?,0
Estou com crash no sistema servidor,1
Fico feliz em trabalhar juntos,0
Lembranças de o evento,0
Agradeço pela educação,0
Desejo tudo de bom para você,0
Muito obrigado por ajudar!,0
Falha na integração com analytics,1
Bug reportado pelo cliente: erro,1
Ticket #22222 precisa ser priorizado,1
Que alegria pela conquista!,0
Oi! Como você está?,0
Falha na integração com analytics,1
Ticket #11111 precisa ser priorizado,1
Boa noite! Como você está?,0
Estou com inconsistência no sistema API,1
Até breve!,0
Necessário rollback da versão latest,1
Fico feliz em trabalhar juntos,0
Problema de performance no homologação,1
Pensando em seu trabalho,0
Que alegria pela conquista!,0
Foi um prazer trabalhar juntos,0
Reunião sobre arquitetura às 14h,1
Acesso negado ao mobile,1
Espero que seja um sucesso,0
Que alegria receber sua mensagem!,0
Obrigado pela ajuda,0
Reunião sobre segurança às 9h,1
Lembranças de nossa conversa,0
Desculpe pelo atraso,0
Que bom saber que deu certo!,0
Ticket #22222 precisa ser priorizado,1
Falha na integração com API de pagamento,1
Prazo para implementação é sexta-feira,1
Estou com problema crítico no sistema pagamento,1
Que satisfação receber sua mensagem!,0
Parabéns pelo novo emprego!,0
Que prazer receber sua mensagem!,0
Prazo para documentação é próxima semana,1
Acesso negado ao backend,1
Falha na integração com analytics,1
Monitoramento detectou latência alta,1
Muito obrigado por lembrar!,0
Obrigado pela conselho,0
Parabéns pelo aposentadoria!,0
Solicito servidor para resolver inconsistência,1
Falha na integração com serviço de email,1
Fico feliz em poder ajudar,0
Bug reportado pelo cliente: lentidão,1
Acesso negado ao servidor,1
Backup do frontend falhou,1
Problema de performance no staging,1
Muito obrigado por ajudar!,0
Solicito database para resolver crash,1
Atualização necessária no autenticação,1
Problema de performance no homologação,1
Boa tarde! Como você está?,0
Espero que melhore logo,0
Estou com bug no sistema pagamento,1
Monitoramento detectou latência alta,1
Necessário rollback da versão stable,1
Solicito banco de dados para resolver crash,1
Erro timeout acontecendo,1
Muito obrigado por apoiar!,0
Solicito frontend para resolver crash,1
Atualização necessária no pagamento,1
Desculpe pelo transtorno,0
Solicito database para resolver timeout,1
Configuração de Nginx não está funcionando,1
Tenha um sucesso!,0
Desejo um ótimo final de semana!,0
Pensando em seus projetos,0
Backup do login falhou,1
Bug reportado pelo cliente: lentidão,1
Muito obrigado por colaborar!,0
Bug reportado pelo cliente: falha,1
Agradeço pela compreensão,0
Monitoramento detectou alto uso de CPU,1
Backup do servidor falhou,1
Problema de performance no produção,1
Falha na integração com analytics,1
Foi um prazer participar,0
Obrigado pela orientação,0
Preciso de suporte para configuração,1
Espero que melhore logo,0
Falha na integração com API de pagamento,1
Solicito banco de dados para resolver falha,1
Atualização necessária no autenticação,1
Tenha um excelente dia!,0
Acesso negado ao database,1
Problema de performance no staging,1
Backup do servidor falhou,1
Fico feliz em saber disso,0
Foi um prazer trabalhar juntos,0
Prazo para review é fim do sprint,1
Que felicidade receber sua mensagem!,0
Fico feliz em saber disso,0
Obrigado pela dica,0
Agradeço pela gentileza,0
Fico feliz em poder ajudar,0
Solicito aplicação para resolver erro,1
Atualização necessária no dashboard,1
Prazo para review é fim do sprint,1
Parabéns pelo promoção!,0
Até em breve!,0
Lembranças de nossa conversa,0
Acesso negado ao frontend,1
Abraços e muito carinho!,0
Agradeço pela compreensão,0
Bug reportado pelo cliente: travamento,1
Bom dia! Como você está?,0
Configuração de Nginx não está funcionando,1
Acesso negado ao pagamento,1
Felicitações pela conquista!,0
Parabéns pelo aposentadoria!,0
Acesso negado ao frontend,1
Felicitações pela conquista!,0
Ticket #22222 precisa ser priorizado,1
Erro 500 acontecendo,1
Status do projeto novo sistema?,1
Estou com bug no sistema mobile,1
Abraços e bons votos!,0
Espero que esteja descansado,0
Pensando em sua saúde,0
Muito obrigado por apoiar!,0
Abraços e paz!,0
Status do projeto refatoração?,1
Desejo um ótimo mês!,0
Que alegria pela conquista!,0
Necessário rollback da versão latest,1
Acesso negado ao login,1
Reunião sobre planejamento às 14h,1
Que felicidade receber sua mensagem!,0
Desculpe pelo transtorno,0
Abraços e paz!,0
Prazo para implementação é amanhã,1
Fico feliz em saber disso,0
Falha na integração com API de pagamento,1
Abraços e bons votos!,0
Desculpe pelo transtorno,0
Olá! Como você está?,0
Reunião sobre arquitetura às 16h30,1
Preciso de suporte para permissão de acesso,1
Prazo para teste é fim do sprint,1
Desculpe pelo inconveniente,0
Abraços e felicidade!,0
Lembranças de o evento,0
Desejo um ótimo final de semana!,0
Fico feliz em poder ajudar,0
Agradeço pela educação,0
Prazo para documentação é próxima semana,1
E aí! Como você está?,0
Monitoramento detectou alto uso de CPU,1
Acesso negado ao backend,1
Desejo tudo de bom para você,0
Que bom saber que melhorou!,0
Backup do servidor falhou,1
O frontend apresentou falha crítica,1
Espero que dê certo,0
Espero que melhore logo,0
Status do projeto deploy?,1
Erro 404 acontecendo,1
Bug reportado pelo cliente: falha,1
Que honra receber sua mensagem!,0
Espero que melhore logo,0
Backup do API falhou,1
Problema de performance no desenvolvimento,1
Foi um prazer participar,0
Agradeço pela paciência,0
Abraços e paz!,0
Fico feliz em conhecê-lo,0
Reunião sobre daily às 15h,1
Erro 502 acontecendo,1
O servidor apresentou falha crítica,1
Falha na integração com analytics,1
Abraços e muito carinho!,0
Necessário rollback da versão latest,1
Preciso de suporte para restore,1
Monitoramento detectou latência alta,1
Abraços e bons votos!,0
Falha na integração com CDN,1
Ticket #22222 precisa ser priorizado,1
Oi! Como você está?,0
Falha na integração com API de pagamento,1
Espero que esteja ótimo,0
Monitoramento detectou alto uso de CPU,1
Desejo um ótimo feriado!,0
Ticket #12345 precisa ser priorizado,1
Desejo tudo de maravilhoso para você,0
Foi um prazer participar,0
Configuração de Docker não está funcionando,1
Solicito servidor para resolver inconsistência,1
Backup do servidor falhou,1
Tenha um bom final de semana!,0
Parabéns pelo aniversário!,0
Lembranças de o evento,0
Monitoramento detectou alto uso de CPU,1
Falha na integração com CDN,1
Espero que melhore logo,0
Fico feliz em conhecê-lo,0
Estou com problema crítico no sistema frontend,1
Problema de performance no produção,1
Tenha um excelente dia!,0
Preciso de suporte para instalação,1
Fico feliz em poder ajudar,0
Solicito aplicação para resolver timeout,1
O frontend apresentou falha crítica,1
Reunião sobre planejamento às 14h,1
Bom dia! Como você está?,0
Que alegria receber sua mensagem!,0
Desculpe pelo inconveniente,0
Reunião sobre arquitetura às 9h,1
Status do projeto refatoração?,1
Oi! Como você está?,0
Muito obrigado por apoiar!,0
Necessário rollback da versão v2.0.1,1
Espero que dê certo,0
Obrigado pela ajuda,0
Foi um prazer colaborar,0
Monitoramento detectou latência alta,1
Obrigado pela apoio,0
Solicito pagamento para resolver crash,1
Bug reportado pelo cliente: timeout,1
Acesso negado ao pagamento,1
Que bom saber que está tudo bem!,0
Prazo para documentação é sexta-feira,1
Desejo um ótimo final de semana!,0
Configuração de Docker não está funcionando,1
Necessário rollback da versão v2.0.1,1
Que alegria receber sua mensagem!,0
Preciso de suporte para permissão de acesso,1
Ticket #11111 precisa ser priorizado,1
Backup do aplicação falhou,1
Até logo!,0
Preciso de suporte para permissão de acesso,1
Monitoramento detectou memory leak,1
Até em breve!,0
Prazo para deploy é sexta-feira,1
O database apresentou falha crítica,1
Parabéns pelo aniversário!,0
Abraços e bons votos!,0
Acesso negado ao mobile,1
Backup do mobile falhou,1
Configuração de PostgreSQL não está funcionando,1
Até logo!,0
Que honra receber sua mensagem!,0
Obrigado pela ajuda,0
Tenha um sucesso!,0
Prazo para homologação é fim do sprint,1
Erro 403 acontecendo,1
Erro timeout acontecendo,1
Desejo um ótimo semana!,0
Até na próxima!,0
Status do projeto novo sistema?,1
Monitoramento detectou latência alta,1
Parabéns pelo casamento!,0
Erro null_pointer acontecendo,1
Backup do database falhou,1
Que felicidade receber sua mensagem!,0
Lembranças de aquele dia,0
Solicito servidor para resolver erro,1
Parabéns pelo promoção!,0
Erro timeout acontecendo,1
Monitoramento detectou alto uso de CPU,1
Atualização necessária no pagamento,1
Abraços e bons votos!,0
Agradeço pela compreensão,0
Prazo para implementação é fim do sprint,1
Desculpe pelo demora,0
Ticket #67890 precisa ser priorizado,1
Status do projeto migração?,1
Tenha um excelente dia!,0
Prazo para teste é fim do sprint,1
Desculpe pelo transtorno,0
Que bom saber que foi resolvido!,0
Foi um prazer participar,0
Agradeço pela compreensão,0
Espero que esteja ótimo,0
Boa tarde! Como você está?,0
Necessário rollback da versão latest,1
Erro null_pointer acontecendo,1
Fico feliz em poder ajudar,0
Desejo tudo de melhor para você,0
Backup do servidor falhou,1
Lembranças de aquele dia,0
Tenha um bom final de semana!,0
Desculpe pelo demora,0
Backup do mobile falhou,1
Prazo para deploy é fim do sprint,1
Estou com problema crítico no sistema mobile,1
Muito obrigado por pensar em mim!,0
Erro 404 acontecendo,1
Pensando em seus projetos,0
Falha na integração com CDN,1
Configuração de Nginx não está funcionando,1
Obrigado pela apoio,0
Desejo um ótimo final de semana!,0
Configuração de Kubernetes não está funcionando,1
Espero que esteja tranquilo,0
Que bom saber que está tudo bem!,0
Monitoramento detectou conexões ociosas,1
Prazo para teste é hoje,1
Que bom saber que foi resolvido!,0
Problema de performance no homologação,1
Espero que esteja tranquilo,0
Parabéns pelo promoção!,0
Ticket #11111 precisa ser priorizado,1
Estou com crash no sistema servidor,1
Monitoramento detectou memory leak,1
Solicito database para resolver erro,1
Monitoramento detectou latência alta,1
Foi um prazer conversar,0
Estou com falha no sistema pagamento,1
Muito obrigado por ajudar!,0
Bug reportado pelo cliente: inconsistência,1
Parabéns pelo casamento!,0
Reunião sobre planejamento às 9h,1
Preciso de suporte para permissão de acesso,1
Necessário rollback da versão stable,1
Boa noite! Como você está?,0
Reunião sobre retrospectiva às 16h30,1
Configuração de Docker não está funcionando,1
Status do projeto refatoração?,1
Abraços e sucesso!,0
Lembranças de nossa conversa,0
Atualização necessária no autenticação,1
Que bom saber que melhorou!,0
Abraços e paz!,0
Desculpe pelo demora,0
Atualização necessária no autenticação,1
Foi um prazer trabalhar juntos,0
O pagamento apresentou falha crítica,1
Atualização necessária no pagamento,1
Falha na integração com API de pagamento,1
Muito obrigado por pensar em mim!,0
Prazo para documentação é próxima semana,1
Fico feliz em saber disso,0
Obrigado pela orientação,0
Solicito database para resolver problema crítico,1
Bug reportado pelo cliente: travamento,1
Solicito pagamento para resolver bug,1
Prazo para homologação é fim do sprint,1
Erro 404 acontecendo,1
Parabéns pelo promoção!,0
Reunião sobre performance às 14h,1
Solicito mobile para resolver timeout,1
Atualização necessária no relatórios,1
Que bom saber que deu certo!,0
Estou com timeout no sistema backend,1
Espero que dê certo,0
Foi um prazer conhecê-lo,0
Obrigado pela apoio,0
Desejo um ótimo dia!,0
Bug reportado pelo cliente: bug,1
Muito obrigado por pensar em mim!,0
Ticket #67890 precisa ser priorizado,1
Backup do login falhou,1
Solicito servidor para resolver falha,1
Agradeço pela gentileza,0
Falha na integração com serviço de email,1
Necessário rollback da versão stable,1
Ticket #11111 precisa ser priorizado,1
Agradeço pela paciência,0
Status do projeto migração?,1
Desejo um ótimo semana!,0
Muito obrigado por ajudar!,0
Desejo um ótimo semana!,0
Muito obrigado por pensar em mim!,0
Configuração de Docker não está funcionando,1
Que alegria pela conquista!,0
Espero que esteja feliz,0
Problema de performance no staging,1
Foi um prazer colaborar,0
Reunião sobre arquitetura às 10h,1
Desejo um ótimo semana!,0
Preciso de suporte para backup,1
Até mais tarde!,0
Desejo tudo de ótimo para você,0
Fico feliz em conhecê-lo,0
Que alegria receber sua mensagem!,0
Bug reportado pelo cliente: inconsistência,1
O API apresentou falha crítica,1
Fico feliz em trabalhar juntos,0
Tenha um boa sorte!,0
Monitoramento detectou conexões ociosas,1
Abraços e bons votos!,0
Erro 502 acontecendo,1
Ticket #11111 precisa ser priorizado,1
Bug reportado pelo cliente: lentidão,1
Bug reportado pelo cliente: erro,1
Preciso de suporte para restore,1
Atualização necessária no dashboard,1
Solicito servidor para resolver inconsistência,1
Obrigado pela orientação,0
Espero que esteja ótimo,0
Agradeço pela gentileza,0
Problema de performance no desenvolvimento,1
Bom dia! Como você está?,0
Status do projeto refatoração?,1
Foi um prazer conhecê-lo,0
Até logo!,0
Atualização necessária no dashboard,1
Reunião sobre performance às 10h,1
Atualização necessária no dashboard,1
Pensando em sua saúde,0
Pensando em sua saúde,0
Até logo!,0
Que felicidade receber sua mensagem!,0
Pensando em sua família,0
Bug reportado pelo cliente: inconsistência,1
Solicito banco de dados para resolver bug,1
Fico feliz em poder ajudar,0
Espero que esteja descansado,0
Parabéns pelo promoção!,0
Estou com inconsistência no sistema database,1
Bug reportado pelo cliente: bug,1
Acesso negado ao servidor,1
Fico feliz em saber disso,0
Lembranças de nossa conversa,0
Agradeço pela paciência,0
Abraços e felicidade!,0
O database apresentou falha crítica,1
Preciso de suporte para configuração,1
Necessário rollback da versão latest,1
Que felicidade receber sua mensagem!,0
Bug reportado pelo cliente: falha,1
Reunião sobre planejamento às 9h,1
Lembranças de a reunião,0
Necessário rollback da versão latest,1
Abraços e bons votos!,0
Que alegria pela conquista!,0
Que felicidade receber sua mensagem!,0
Desejo tudo de ótimo para você,0
Estou com problema crítico no sistema mobile,1
Fico feliz em conhecê-lo,0
Erro 404 acontecendo,1
Erro connection_refused acontecendo,1
Erro timeout acontecendo,1
Ticket #22222 precisa ser priorizado,1
O pagamento apresentou falha crítica,1
Acesso negado ao banco de dados,1
Que bom saber que melhorou!,0
Desejo um ótimo feriado!,0
Prazo para documentação é sexta-feira,1
Configuração de Docker não está funcionando,1
Problema de performance no produção,1
Boa tarde! Como você está?,0
Abraços e muito carinho!,0
Problema de performance no staging,1
Atualização necessária no pagamento,1
Necessário rollback da versão v1.2.3,1
Reunião sobre daily às 9h,1
Bom dia! Como você está?,0
Tenha um ótima semana!,0
Foi um prazer trabalhar juntos,0
Solicito API para resolver problema crítico,1
Foi um prazer participar,0
Espero que corra tudo bem,0
Solicito servidor para resolver timeout,1
Status do projeto novo sistema?,1
Foi um prazer trabalhar juntos,0
Até logo!,0
Estou com erro no sistema servidor,1
Reunião sobre arquitetura às 9h,1
Acesso negado ao servidor,1
Até logo!,0
Reunião sobre planejamento às 9h,1
Foi um prazer conhecê-lo,0
Muito obrigado por colaborar!,0
Foi um prazer trabalhar juntos,0
Estou com bug no sistema API,1
Que alegria pela conquista!,0
Foi um prazer trabalhar juntos,0
Abraços e paz!,0
Status do projeto atualização?,1
Parabéns pelo formatura!,0
Acesso negado ao backend,1
Status do projeto refatoração?,1
Backup do aplicação falhou,1
Bug reportado pelo cliente: inconsistência,1
Estou com timeout no sistema database,1
Ticket #22222 precisa ser priorizado,1
Espero que esteja descansado,0
Problema de performance no homologação,1
Olá! Como você está?,0
Pensando em você,0
Tenha um bom final de semana!,0
Prazo para homologação é fim do sprint,1
Que alegria receber sua mensagem!,0
Espero que esteja tranquilo,0
Até em breve!,0
Que bom saber que melhorou!,0
Espero que esteja ótimo,0
Problema de performance no desenvolvimento,1
Espero que esteja tranquilo,0
Configuração de PostgreSQL não está funcionando,1
Estou com crash no sistema mobile,1
Backup do servidor falhou,1
O backend apresentou falha crítica,1
Configuração de Docker não está funcionando,1
Ticket #12345 precisa ser priorizado,1
Pensando em sua saúde,0
Backup do API falhou,1
Abraços e felicidade!,0
Agradeço pela paciência,0
Pensando em sua saúde,0
Acesso negado ao banco de dados,1
Abraços e felicidade!,0
Configuração de Docker não está funcionando,1
Prazo para deploy é amanhã,1
Atualização necessária no relatórios,1
Parabéns pela conquista!,0
Desculpe pelo demora,0
Parabéns pelo promoção!,0
Ticket #22222 precisa ser priorizado,1
Ticket #67890 precisa ser priorizado,1
Preciso de suporte para restore,1
Prazo para deploy é amanhã,1
Desejo um ótimo férias!,0
Falha na integração com serviço de email,1
Espero que melhore logo,0
Desejo um ótimo mês!,0
